annee;numDepartement;nbHabitantsDepartement;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationDepartement
2008;29;907796;37;84;16397;2;91326;2216647;12490324,92;13,16167858;24;38;7703;28874;847560;4460049;15,26683732;907796
1974;11;272366;;72;24235;;;836381;732183,3596;;;;;;;;;272366
2009;29;907796;35;81;15763;2;92280;2368807;13567838,45;14,2490374;24;41;8203;39227;1049158;5621679;15,03431578;907796
1975;11;272366;;72;23317;;;872191;890675,6083;;;;;;;;;272366
2010;29;907796;33;79;15273;2;94165;2385724;13962587,54;14,10380966;23;40;7961;40163;1050055;5749958;14,79861549;907796
1976;11;272366;;66;21997;;;764349;914858,291;;;;;;;;;272366
2011;29;907796;33;80;15323;2;95427;2489913;14770393,08;14,55831085;24;42;8253;40994;1147195;6397840;15,83826072;907796
1977;11;272366;;69;22063;;;683675;892397,2151;;;;;;;;;272366
2012;29;907796;33;85;16401;3;99020;2386753;14277348,33;13,05310462;24;38;7441;35618;955361;5130454;15,72839829;907796
1978;11;272366;;61;20441;;;721750;1078826,813;;;;;;;;;272366
2013;29;907796;33;83;16181;3;105702;2237260;13319228,29;11,52709511;25;39;7616;36368;850142;4433383;13,68313385;907796
1979;11;280686;;60;19690;;;716169;1149888,484;;;;;;;;;280686
2014;29;907796;33;83;16181;3;105663;2490818;14570551,59;12,83148978;26;41;7980;39392;988834;5035130;14,59615016;907796
1980;11;280686;;64;19619;;;674112;1486516,647;;;;;;;;;280686
2015;29;907796;33;83;16116;3;106271;2503170;14967304,53;12,98075038;26;41;7915;40310;972353;5010637;14,23701143;907796
1981;11;280686;;63;18651;;;711763;1816691,186;;;;;;;;;280686
2016;29;907796;33;83;16181;3;107976;2582321;15519478,43;13,12902293;26;49;9603;55742;1501587;8490389;15,06553807;907796
1982;11;280686;;61;18701;;;787522;2251384,313;;;;;;;;;280686
2017;29;907796;32;82;15965;3;108044;2541431;15368325,42;12,77887901;27;51;9898;58646;1545741;8864057;14,93459753;907796
1983;11;280686;;66;19053;;;873689;2711375,441;;;;;;;;;280686
2018;29;907796;32;83;15919;3;101751;2381588;14447761,83;12,89265592;27;52;9852;58264;1467939;8382879;14,17002849;907796
1984;11;280686;;65;17983;;;848736;2767193,276;;;;;;;;;280686
2019;29;907796;32;87;16384;3;110223;2608607;16091893,74;13,03507578;26;50;9493;58099;1563628;9056892;15,31834769;907796
1985;11;280686;;59;16571;;;757729;2628364,359;;;;;;;;;280686
2020;29;907796;32;86;15284;3;56417;824469;5023101,83;8,735754728;25;48;9114;28491;474485;2655144;9,427707169;907796
1986;11;280686;;51;14045;;;697992;2585080,963;;;;;;;;;280686
2002;30;623125;19;63;11212;2;62732;1581541;7843494;13,80309537;9;26;4008;20968;503113;2511090;17,13478745;623125
1987;11;298712;;42;11524;;;505298,5624;2020951,039;;;;;;;;;298712
2003;30;683169;17;52;8950;1;52092;1414703;7879400,99;15,29181503;9;20;2801;15550;382114;1840505;18,75605893;683169
1988;11;298712;;39;10211;;;405572,7676;1701326,082;;;;;;;;;298712
2004;30;683169;16;50;8554;1;51474;1629999;9179045,83;17,30555525;9;23;3509;19915;494829;2457369;17,06279243;683169
1989;11;298712;;37;9429;;;376888,5324;1710206,247;;;;;;;;;298712
2005;30;738189;15;47;7511;1;47748;1454552;8351890;18,34706718;8;20;2588;17951;412085;2005403;20,01197557;738189
1990;11;298712;;29;7093;;;380601,8907;1784574,643;;;;;;;;;298712
2006;30;738189;14;46;7140;1;50383;1541260;9006866,89;18,51597121;9;23;3014;21397;486598;2449093;19,37029947;738189
1991;11;298712;;28;6456;;;364241,3225;1768987,342;;;;;;;;;298712
2007;30;738189;15;47;7511;1;52722;1513143;9095243,29;17,39367783;8;20;2588;20106;417156;2126690;17,38570879;738189
1992;11;298712;12;25;5456;;13152;357095;1778489,23;14,33301384;;;;;;;;298712
2008;30;738189;15;47;7511;1;56632;1630354;10015092,87;17,14614801;9;24;2883;27815;541534;2847068;16,88037785;738189
1993;11;298712;12;25;5456;;12999;444101;2208158,25;17,87925391;;;;;;;;298712
2009;30;738189;15;47;7511;1;56736;1722361;11006779,79;18,43443336;9;20;2707;22399;459114;2367425;15,92220794;738189
1994;11;298712;14;27;6085;;13552;430208;1987626,71;16,68835751;;;;;;;;298712
2010;30;738189;15;47;7511;1;56638;1771230;11762123,99;19,1527972;10;25;3254;28715;585099;3265361;16,65821085;738189
1995;11;309770;14;27;5765;;13224;434830;2211662,68;17,49416935;;;;;;;;309770
2011;30;738189;15;47;7511;1;57245;1797260;12059213,29;19,15871407;10;25;3274;29493;621844;3549377;16,88996712;738189
1996;11;309770;15;28;6044;;13877;413522;2152371,69;16,05811525;;;;;;;;309770
2012;30;738189;15;47;7511;1;55304;1613498;10884052,73;17,22242455;10;25;3274;28150;556199;3166693;15,34474986;738189
1997;11;309770;13;26;5411;;14462;459524;2348183,34;17,31783867;;;;;;;;309770
2013;30;738189;15;47;7511;1;56630;1551875;10366094,83;16,58216242;10;25;3274;30067;570884;3174415;15,16803003;738189
1998;11;309770;12;25;5201;;13987;525428;2773751,5;20,2876335;;;;;;;;309770
2014;30;738189;15;48;7708;1;59977;1641021;10706799,26;16,82004727;10;26;3471;33200;597411;3344058;14,47031134;738189
1999;11;309770;15;28;6405;;15832;448157;2314462,45;15,32207305;;;;;;;;309770
2015;30;738189;14;48;7754;2;58223;1628543;10914255,16;16,42377899;8;25;3433;30813;579233;3384208;13,74877492;738189
2000;11;309770;14;27;5767;;18211;482130;2443100,38;14,54071569;;;;;;;;309770
2016;30;738189;13;47;7667;2;64361;1731432;11835367,06;16,12083644;9;26;3597;35600;721403;4548021;14,78078571;738189
2001;11;309770;15;37;7625;1;22233;600445;3069762,73;14,95018059;;;;;;;;309770
2017;30;738189;14;57;9271;3;66639;1659846;11528344,2;14,87610461;9;26;3591;36243;699183;4489217;14,21289986;738189
2018;30;738189;14;58;9392;3;87258;1696131;11615349,53;11,73324318;8;26;3554;36287;668716;4313694;13,41527415;738189
2019;30;738189;14;58;9379;3;83074;1783926;12651907,91;12,9312017;8;26;3547;37931;754263;4770061;14,68192691;738189
2020;30;738189;13;54;8915;3;41010;521795;3654147,67;7,558805477;9;27;3705;19602;256195;1562176;9,625467335;738189
2002;31;1046338;33;83;16797;4;107430;4721832;25392526,02;21,73602741;19;29;5019;24074;967534;4059353;24,99689326;1046338
2003;31;1186330;35;93;18913;4;115447;4507218;25011584,13;19,01568889;19;29;4907;24998;903348;3780477;22,62489994;1186330
2004;31;1186330;35;93;18881;4;129692;5111821;28963184,71;19,27023057;21;31;5528;26932;954136;4051967;21,37761079;1186330
2005;31;1335103;35;94;18465;4;127877;4668512;27065346,28;18,49208587;23;37;5959;31580;1044973;4521071;23,11375291;1335103
2006;31;1335103;36;95;18585;4;133924;4880494;28280708,84;18,2796158;24;38;6039;37073;1262816;5562384;23,27737961;1335103
2007;31;1335103;35;95;18467;4;134193;4685427;27151242,28;17,51276512;22;36;5639;35465;1177647;5204790;22,4601675;1335103
2008;31;1335103;36;96;18867;4;133929;4875328;28228404,76;17,99054517;21;35;5411;32625;1116521;5033634;22,83904087;1335103
2009;31;1335103;36;99;19158;4;141862;5514006;31443078,74;19,70511545;21;35;5552;33656;1087221;5104305;21,20260854;1335103
2010;31;1335103;37;100;19558;4;147318;5701851;33907623,81;19,86243494;23;37;5879;38029;1166202;5557174;20,55754896;1335103
2011;31;1335103;37;100;19679;4;150261;5787074;34786717,38;19,69448986;23;37;5879;39048;1251367;6013502;21,59671108;1335103
2012;31;1335103;37;100;19679;4;150286;5339279;32979440,33;18,2014368;24;38;6131;41450;1202976;5854677;19,38118492;1335103
2013;31;1335103;37;107;20658;4;152534;5208079;32797601,06;17,54661068;26;45;7249;43909;1250153;6098536;18,44373682;1335103
2014;31;1335103;36;108;20711;4;166616;5544982;34936569,57;17,52393265;25;44;6987;55078;1611331;8246052;19,56634062;1335103
2015;31;1335103;37;112;21207;5;171820;5438556;35130891,42;17,12170389;25;49;7790;62922;1797604;9112548;19,04895122;1335103
2016;31;1335103;38;120;22312;6;177536;5656211;36995065,85;17,4235971;26;50;7714;65850;1991380;10152729;20,74763933;1335103
2017;31;1335103;38;120;22373;6;191004;5494426;36730874,22;15,63707696;28;52;8435;68228;1991761;10244077;19,63370854;1335103
1966;12;281568;;33;12480;;;531497;196540,9318;;;;;;;;;281568
2018;31;1335103;39;122;22822;6;191883;5303781;35882176,9;15,12217563;28;50;8161;64882;1835022;9521208;18,91976353;1335103
1967;12;281568;;33;12494;;;498915;215360,9154;;;;;;;;;281568
2019;31;1335103;40;124;22852;6;182773;5504472;38815712,35;16,52526776;28;50;8161;64720;1906055;10030338;19,6461527;1335103
1968;12;281568;;29;11805;;;474316;208442,779;;;;;;;;;281568
2020;31;1335103;39;116;21156;5;83965;1676186;11354739,45;11,03620798;28;50;8161;31153;653974;3409163;13,84355274;1335103
1969;12;281568;;27;11204;;;418217;215000,3735;;;;;;;;;281568
2002;32;172335;17;24;3829;;9107;304650;1295985,85;22,27045314;12;18;2741;7085;239370;990524;23,51158145;172335
1970;12;281568;;25;10246;;;411727;225889,197;;;;;;;;;281568
2003;32;181375;17;24;3829;;9391;283414;1183407,56;20,0945831;12;18;2741;7323;214034;862220;20,34075811;181375
1971;12;281568;;23;9786;;;376550;227043,2361;;;;;;;;;281568
2004;32;181375;17;24;3766;;9513;308588;1310922,96;23,03952934;13;19;2991;7520;241321;988828;22,02052941;181375
1972;12;278306;;21;8944;;;397885;254850,6991;;;;;;;;;278306
2005;32;190932;16;23;3113;;9419;272990;1151483,92;22,86417346;13;19;2589;7539;216241;879262;22,38950771;190932
1973;12;278306;;21;8341;;;371097;265835,413;;;;;;;;;278306
2006;32;190932;16;23;3113;;9651;298926;1314985,73;23,82854505;13;19;2491;7698;231414;978243;23,85979455;190932
1974;12;278306;;21;8341;;;393599;331392,3016;;;;;;;;;278306
2007;32;190932;16;23;3113;;9722;282377;1260249,62;22,45832067;14;20;2681;8088;233243;997805;22,26047204;190932
1975;12;278306;;21;8161;;;402524;400925,2131;;;;;;;;;278306
2008;32;190932;16;23;3113;;9604;277310;1276135,59;22,30422575;14;20;2681;7964;229153;1016810;22,18366069;190932
1976;12;278306;;20;7757;;;380861;433446,3997;;;;;;;;;278306
2009;32;190932;16;23;3113;;9869;298848;1398065,95;23,52789277;14;20;2681;8152;241982;1086152;22,90351037;190932
1977;12;278306;;20;7757;;;335818;407095,892;;;;;;;;;278306
2010;32;190932;16;23;3113;;9844;290704;1391212,7;23,00674285;14;20;2681;8134;230577;1052034;21,9894524;190932
1978;12;278306;;20;7550;;;394803;530849,1258;;;;;;;;;278306
2011;32;190932;17;24;3210;;10895;321951;1559294,32;23,11969495;14;20;2681;8838;256415;1198234;22,64884073;190932
1979;12;278654;;19;7025;;;377894;575829,9706;;;;;;;;;278654
2012;32;190932;16;24;3441;;11743;315600;1569229,55;18,43901687;15;23;3344;11663;314121;1571062;18,58431425;190932
1980;12;278654;;20;7078;;;331897;653175,2844;;;;;;;;;278654
2013;32;190932;16;24;3441;;12811;346620;1783326,65;18,63210805;16;24;3441;12808;346467;1782336;18,62388374;190932
1981;12;278654;;20;6251;;;358336;843122,0339;;;;;;;;;278654
2014;32;190932;16;24;3441;;12954;364448;1846278,11;19,27213386;16;24;3441;12950;364389;1846090;19,26901392;190932
1982;12;278654;;23;6605;;;506207;1430193,747;;;;;;;;;278654
2015;32;190932;16;24;3583;;13114;371476;1875569,42;19,17145081;16;24;3583;13038;367941;1856650;18,98901351;190932
1983;12;278654;;26;6450;;;492064;1571281,959;;;;;;;;;278654
2016;32;190932;16;24;3441;;13441;401787;2037643,94;20,80762937;16;24;3441;13351;396576;2010339;20,5377636;190932
1984;12;278654;;28;6536;;;492387;1705839,102;;;;;;;;;278654
2017;32;190932;16;24;3583;;13849;391087;1992858,51;19,06842922;16;24;3583;14013;399484;2037401;19,47784605;190932
1985;12;278654;;30;6608;;;436879;1595915,281;;;;;;;;;278654
2018;32;190932;16;24;3595;;14222;392357;1970508,7;18,3646895;16;24;3595;14220;392322;1970334;18,36305129;190932
1986;12;278654;;30;6591;;;472993;1866399,01;;;;;;;;;278654
2019;32;190932;16;24;3595;;14536;417736;2179007,11;19,17436612;16;24;3595;14539;417790;2179283;19,17684476;190932
1987;12;270141;;28;6037;;;328961,3973;1415277,122;;;;;;;;;270141
2020;32;190932;16;24;3595;;6975;133263;707668,69;12,63097733;16;24;3595;6977;133219;707399;12,62680691;190932
1988;12;270141;;26;5211;;;279200,0479;1259698,053;;;;;;;;;270141
1989;12;270141;;25;4904;;;269719,2931;1232532,357;;;;;;;;;270141
1990;12;270141;;26;5154;;;280176,0817;1306018,423;;;;;;;;;270141
1991;12;270141;;26;5304;;;284507,1641;1322857,696;;;;;;;;;270141
1992;12;270141;13;23;4544;;11793;262737;1214972,76;12,69531335;;;;;;;;270141
1993;12;270141;13;23;4544;;11802;316424;1517013,99;14,99083515;;;;;;;;270141
1994;12;270141;12;22;3899;;11837;282760;1306482,15;13,83658386;;;;;;;;270141
1995;12;263808;12;22;3899;;12756;327935;1565564,6;14,6330765;;;;;;;;263808
1996;12;263808;12;22;3899;;13296;346214;1649373,63;14,80615076;;;;;;;;263808
1997;12;263808;14;24;4301;;14372;357621;1745992,49;14,2224748;;;;;;;;263808
1998;12;263808;14;24;4332;;13905;419148;2125117,27;17,26929224;;;;;;;;263808
1999;12;263808;15;26;4429;;13996;353050;1750976,75;15,06522789;;;;;;;;263808
2000;12;263808;14;25;4284;;15411;365975;1802737,97;14,51887086;;;;;;;;263808
2001;12;263808;15;26;4527;;15540;426448;2145026,49;16,6885686;;;;;;;;263808
1966;13;1470271;;177;90269;;;10298748;4842782,682;;;;;;;;;1470271
1967;13;1470271;;161;81120;;;8850072;4812035,85;;;;;;;;;1470271
1968;13;1470271;;154;77995;;;8740436;4768854,513;;;;;;;;;1470271
1969;13;1470271;;148;75241;;;8032524;4883282,898;;;;;;;;;1470271
1970;13;1470271;;141;69435;;;7844980;5295445,128;;;;;;;;;1470271
1971;13;1470271;;143;65989;;;7591572;5625558,992;;;;;;;;;1470271
1972;13;1632974;;140;62512;;;8118301;6696564,256;;;;;;;;;1632974
1973;13;1632974;;153;59923;;;7523255;7069976,233;;;;;;;;;1632974
1974;13;1632974;;153;56888;;;7505788;8258595,457;;;;;;;;;1632974
1975;13;1632974;;158;53505;;;7585841;9715918,269;;;;;;;;;1632974
1976;13;1632974;;156;48775;;;7231929;10735350,79;;;;;;;;;1632974
1977;13;1632974;;152;45785;;;6750773;11260472,71;;;;;;;;;1632974
1978;13;1632974;;154;43378;;;7038419;12870032,49;;;;;;;;;1632974
1979;13;1724199;;155;42297;;;6885788;13466582,41;;;;;;;;;1724199
1980;13;1724199;;157;39977;;;7005039;17183883,55;;;;;;;;;1724199
1981;13;1724199;;151;35591;;;7532289;21198283,73;;;;;;;;;1724199
1982;13;1724199;;155;35505;;;7820895;24562232,28;;;;;;;;;1724199
1983;13;1724199;;167;35796;;;7315693;25099524,36;;;;;;;;;1724199
1984;13;1724199;;176;36801;;;7002252;25634342,34;;;;;;;;;1724199
1985;13;1724199;;170;33744;;;6308921;24468204,78;;;;;;;;;1724199
1986;13;1724199;;177;35841;;;6066698;25233255,92;;;;;;;;;1724199
1987;13;1759371;;182;34888;;;4826267,003;21042855,56;;;;;;;;;1759371
1988;13;1759371;;167;30974;;;4248031,506;19528801,97;;;;;;;;;1759371
1989;13;1759371;;154;30243;;;4145495,014;20118112,41;;;;;;;;;1759371
1990;13;1759371;;153;29971;;;4481932,335;22195371,51;;;;;;;;;1759371
1991;13;1759371;;147;28771;;;4111167,739;21324236,46;;;;;;;;;1759371
1992;13;1759371;53;141;26901;3;143461;4146746;22163109,13;16,0267231;;;;;;;;1759371
1993;13;1759371;57;154;29021;4;154829;4648778;25161337,99;16,47419045;;;;;;;;1759371
1994;13;1759371;55;149;26923;4;163420;4422495;23829522,68;15,17599299;;;;;;;;1759371
1995;13;1835719;57;150;27738;4;154350;4849971;25624277,46;17,78516529;;;;;;;;1835719
1996;13;1835719;52;139;24568;4;148138;4722187;24817065,14;18,47382298;;;;;;;;1835719
1997;13;1835719;54;178;33242;7;170815;5563753;29360388,28;18,13593434;;;;;;;;1835719
1998;13;1835719;53;178;34738;7;207515;6946902;37442362,95;18,19009152;;;;;;;;1835719
1999;13;1835719;54;177;32918;7;211979;6068870;32842970,48;15,64501185;;;;;;;;1835719
2000;13;1835719;53;159;29401;6;198136;6381307;35423895,64;17,78091732;;;;;;;;1835719
2001;13;1835719;52;157;27610;6;198458;6792924;39011305,53;18,81797057;;;;;;;;1835719
1966;14;519716;;62;27741;;;2159493;999834,8977;;;;;;;;;519716
1967;14;519716;;59;26318;;;2021541;1035552,33;;;;;;;;;519716
1968;14;519716;;56;24647;;;1931310;1036959,13;;;;;;;;;519716
1969;14;519716;;52;23014;;;1753349;1038237,567;;;;;;;;;519716
1970;14;519716;;54;23407;;;1819815;1160282,61;;;;;;;;;519716
1971;14;519716;;51;22164;;;1764683;1254925,856;;;;;;;;;519716
1972;14;560967;;49;21362;;;1769929;1437854,615;;;;;;;;;560967
1973;14;560967;;47;20845;;;1675819;1565985,27;;;;;;;;;560967
1974;14;560967;;47;20759;;;1675594;1785336,234;;;;;;;;;560967
1975;14;560967;;46;20320;;;1623252;1892004,659;;;;;;;;;560967
1976;14;560967;;51;20879;;;1620695;2171740,831;;;;;;;;;560967
1977;14;560967;;50;20456;;;1543318;2347458,446;;;;;;;;;560967
1978;14;560967;;48;19646;;;1559241;2558496,517;;;;;;;;;560967
1979;14;589559;;54;20251;;;1494540;2690333,818;;;;;;;;;589559
1980;14;589559;;53;20055;;;1598657;3685293,396;;;;;;;;;589559
1981;14;589559;;57;19735;;;1844925;4697716,314;;;;;;;;;589559
1982;14;589559;;57;18901;;;1945572;5662794,817;;;;;;;;;589559
1983;14;589559;;59;18675;;;1909487;5966560,765;;;;;;;;;589559
1984;14;589559;;62;19193;;;1798374;5893486,921;;;;;;;;;589559
1985;14;589559;;71;19445;;;1774612;6298886,665;;;;;;;;;589559
1986;14;589559;;70;19149;;;1758599;6598909,453;;;;;;;;;589559
1987;14;618478;;64;17329;;;1367605,633;5386542,3;;;;;;;;;618478
1988;14;618478;;63;17137;;;1321141,17;5439351,609;;;;;;;;;618478
1989;14;618478;;62;16506;;;1277927,131;5541899,164;;;;;;;;;618478
1990;14;618478;;61;16256;;;1304397,114;5909569,111;;;;;;;;;618478
1991;14;618478;;62;15920;;;1259757,61;5888104,564;;;;;;;;;618478
1992;14;618478;34;59;14613;;46453;1270682;5893490,48;12,69646096;;;;;;;;618478
1993;14;618478;33;58;13878;;47527;1525592;6928413,19;14,61288441;;;;;;;;618478
1994;14;618478;33;58;14197;;43825;1396159;6457188,44;14,38029975;;;;;;;;618478
1995;14;648385;34;62;14884;;44473;1423073;6921942,76;14,4364538;;;;;;;;648385
1996;14;648385;34;63;15105;;52164;1588784;7658952,55;14,17202576;;;;;;;;648385
1997;14;648385;35;64;15285;;56178;1697486;8178409,67;14,19631114;;;;;;;;648385
1998;14;648385;36;76;17373;1;69334;2168442;9950961,12;15,16402657;;;;;;;;648385
1999;14;648385;36;76;17361;1;83670;2050506;8733404,47;11,96300179;;;;;;;;648385
2000;14;648385;35;75;16910;1;83139;2168570;9584508,7;13,14379245;;;;;;;;648385
2001;14;648385;33;73;16486;1;77467;2330059;10881509,25;14,62661887;;;;;;;;648385
1966;15;169330;;13;4531;;;251041;123470,8982;;;;;;;;;169330
1967;15;169330;;12;4298;;;256170;139765,7164;;;;;;;;;169330
1968;15;169330;;11;4388;;;242374;130653,2288;;;;;;;;;169330
1969;15;169330;;12;4678;;;224129;130665,7296;;;;;;;;;169330
1970;15;169330;;12;4678;;;232074;142669,8701;;;;;;;;;169330
1971;15;169330;;13;4878;;;205223;134474,211;;;;;;;;;169330
1972;15;166549;;10;4096;;;207836;150495,9929;;;;;;;;;166549
1973;15;166549;;10;4010;;;202200;163160,5425;;;;;;;;;166549
1974;15;166549;;10;4010;;;203139;182726,6117;;;;;;;;;166549
1975;15;166549;;10;4010;;;198092;202814,8187;;;;;;;;;166549
1976;15;166549;;7;3408;;;176925;202536,4467;;;;;;;;;166549
1977;15;166549;;7;3408;;;155210;191921,2692;;;;;;;;;166549
1978;15;166549;;7;3050;;;164424;221083,5466;;;;;;;;;166549
1979;15;162838;;6;2800;;;169828;260375,9088;;;;;;;;;162838
1980;15;162838;;8;3146;;;187045;404972,4296;;;;;;;;;162838
1981;15;162838;;13;3862;;;245538;577722,3202;;;;;;;;;162838
1982;15;162838;;14;4265;;;285704;759336,8163;;;;;;;;;162838
1983;15;162838;;14;4342;;;252840;724564,2626;;;;;;;;;162838
1984;15;162838;;17;4412;;;278403;929741,2788;;;;;;;;;162838
1985;15;162838;;18;4552;;;249692;884366,0484;;;;;;;;;162838
1986;15;162838;;18;4014;;;218737;798778,9169;;;;;;;;;162838
1987;15;158723;;17;3014;;;205166,5772;802152,3862;;;;;;;;;158723
1988;15;158723;;17;3014;;;120875,0624;467271,9818;;;;;;;;;158723
1989;15;158723;;15;2694;;;147081,4054;611401,3151;;;;;;;;;158723
1990;15;158723;;16;2882;;;164617,8824;688412,4721;;;;;;;;;158723
1991;15;158723;;15;2773;;;154828,9211;686909,2323;;;;;;;;;158723
1992;15;158723;8;13;2403;;6007;150516;688398,19;13,32096665;;;;;;;;158723
1993;15;158723;7;12;2203;;5886;173860;830880,69;15,11150668;;;;;;;;158723
1994;15;158723;7;12;2203;;6109;164653;765345,55;14,40790832;;;;;;;;158723
1995;15;150778;7;12;2203;;6129;180082;859423,16;15,59659248;;;;;;;;150778
1996;15;150778;7;12;2203;;6496;174854;848831,85;14,38998477;;;;;;;;150778
1997;15;150778;7;12;2203;;7874;197217;962176,73;13,34283669;;;;;;;;150778
1998;15;150778;8;13;2553;;7758;210386;1036021,32;14,89035679;;;;;;;;150778
1999;15;150778;8;13;2553;;8059;175278;857516,54;11,83181991;;;;;;;;150778
2000;15;150778;8;13;2553;;9082;180975;907529,91;11,19092186;;;;;;;;150778
2001;15;150778;8;13;2553;;8629;209110;1078334,54;13,43031471;;;;;;;;150778
1966;16;331016;;38;14347;;;866319;426634,8251;;;;;;;;;331016
1967;16;331016;;36;13207;;;782985;422993,4279;;;;;;;;;331016
1968;16;331016;;34;12997;;;771531;448640,9932;;;;;;;;;331016
1969;16;331016;;32;12391;;;688227;462609,2869;;;;;;;;;331016
1970;16;331016;;31;11893;;;643577;484776,5936;;;;;;;;;331016
1971;16;331016;;32;11812;;;628078;512209,6418;;;;;;;;;331016
